news,name
"(Reuters) -India's Eicher Motors, maker of Royal Enfield motorcycles, reported higher second-quarter profit on Thursday, riding on a jump in sales both domestically and outside the country.",Eicher Motors Ltd.
"Mahindra, up 6%, was the top gainer on the Nifty.  Late on Wednesday, the Goods and Services Tax Council approved lower taxes on hundreds of consumer items ranging from soaps to small cars to spur domestic demand in the face of steep U.S. tariffs.  ""The total tax on all auto categories will decrease, benefiting all players,"" boosting overall demand, analysts Basudeb Banerjee and Rishi Kapadia at CLSA said in a note.",Eicher Motors Ltd.
"(Reuters) -India's Eicher Motors reported that a shortage of rare earth magnets disrupted its first-quarter production of performance motorcycles due to China's export ban on the key component, prompting the company to switch to alternative materials.  The shortage of the critical component stalled production of Royal Enfield's Himalayan, Scram and Guerilla motorcycles, Govindarajan added.",Eicher Motors Ltd.
"Eicher Motors Ltd (BOM:505200) reports robust financial results with significant sales milestones and strategic expansions, despite facing challenges in commodity pricing and international markets.",Eicher Motors Ltd.
Shares of QSR operators and food delivery platforms also fell amid concerns over a commercial LPG cylinder shortage.,Eternal Ltd.
"By Praveen Paramasivam CHENNAI, March 12 (Reuters) - Indian households are rushing to buy electric induction stoves, draining stocks online and in stores, amid fears of a potential cooking gas",Eternal Ltd.
Zomato co-founder Deepinder Goyal's new wearable startup Temple has raised $54 million in a friends-and-family round at a post-money valuation of about $190 million.,Eternal Ltd.
Blinkit head Albinder Singh Dhindsa will assume the position from 1 February 2026.,Eternal Ltd.
"Jan 22 (Reuters) - Shares of Eternal jumped as much as 8% on Thursday after its quick‑commerce arm Blinkit broke even, boosting investor confidence in the company's ability to withstand intensifying",Eternal Ltd.
Eternal Ltd (BOM:543320) achieves breakeven in quick commerce and maintains strong growth projections despite market challenges.,Eternal Ltd.
"Goyal on Wednesday said he would remain on Eternal's board as vice chairman as he shifts focus to ""higher-risk exploration and experimentation,"" which he says may be harder to pursue within the constraints of a listed company.",Eternal Ltd.
"Jan 21 (Reuters) - India's Eternal said on Wednesday that founder Deepinder Goyal will step down as chief executive officer and managing director to take on the role of vice chairman, while Blinkit",Eternal Ltd.
Jan 21 (Reuters) - Indian online delivery firm Eternal on Wednesday reported a sequential rise in third-quarter profit on surging demand for quick-delivery services from its unit Blinkit.,Eternal Ltd.
"By Aditya Kalra and Munsif Vengattil NEW DELHI, Jan 13 (Reuters) - India's government has ordered Blinkit, Zepto and Swiggy to stop promoting their grocery deliveries as a ""10-minute"" service, two",Eternal Ltd.
"Grasim Industries Ltd (BOM:500300) reports robust revenue growth and strategic advancements, despite facing hurdles in its chemical and paints segments.",Grasim Industries Ltd.
"Jan 16 (Reuters) - India's Grasim Industries on Friday named Sachin Sahay as the new chief executive of its paints business, Birla Opus.",Grasim Industries Ltd.
Dec 9 (Reuters) - India's Aditya Birla Renewables said on Tuesday that BlackRock's infrastructure fund will invest 20 billion rupees ($222.50 million) and take a minority stake in the green-energy,Grasim Industries Ltd.
"The Jim Jam biscuits maker said net sales for the quarter stood at Rs47.52bn ($535.6m), a year-on-year increase of 4.1%.",Grasim Industries Ltd.
"Grasim Industries Ltd (BOM:500300) reports robust revenue growth despite challenges in leadership and logistics, with strategic expansions in paints and e-commerce driving future prospects.",Grasim Industries Ltd.
(Reuters) -Indian textiles-to-chemicals firm Grasim Industries' stock fell as much as 6.5% on Thursday - its steepest in more than three years - as the exit of its paints segment's chief stoked,Grasim Industries Ltd.
"(Reuters) -India's Grasim Industries reported a rise in second-quarter profit on Wednesday, on the back of higher demand for its chemicals products.",Grasim Industries Ltd.
"(Reuters) -Berger Paints India reported a surprise second-quarter profit drop on Tuesday, hurt by weak demand as heavy monsoons deterred retail consumers from executing their painting projects.",Grasim Industries Ltd.
"(Reuters) -India's Kansai Nerolac Paints reported a lower-than-expected quarterly profit on Monday, as intense competition in the sector and an extended monsoon season hit demand.",Grasim Industries Ltd.
"India's antitrust body said on Tuesday it has cleared JSW Paints' deal to acquire up to 75% stake in Dutch paint maker Akzo Nobel's Indian unit. The deal, which was announced in June, comes at a time when Indian paint makers are grappling with rising raw material costs and intensifying competition. Post completion, the JSW Paints-Akzo Nobel deal will help place the unit, which is part of the $23 billion JSW Group, to fourth place by market share in a sector dominated by Asian Paints, Berger Paints and Kansai Nerolac, according to a Geojit Financial Services analyst.",Grasim Industries Ltd.
"Cisco Systems (NasdaqGS:CSCO) has introduced new AI driven networking solutions built on its Silicon One G300 platform. The company expanded its AI Defense security portfolio with agentic protections and post quantum cryptography features. Cisco advanced its AgenticOps model for more autonomous IT environments and pursued acquisitions in AI. A new AI enabled customer engagement partnership with HCLTech targets enhanced enterprise service delivery. Cisco Systems, trading at $76.85, is moving...",HCL Technologies Ltd.
"By Nandan Mandayam Feb 12 (Reuters) - Shares of Indian software exporters slid over 5% on Thursday, pushing the Nifty IT index to a near 10-month low, as persistent fears of AI-led disruption and",HCL Technologies Ltd.
"Shares of U.S. software and data services companies extended their tumble for a seventh straight session on Thursday as investors worried that fast-advancing artificial intelligence tools could upend the sector.  The S&P 500 software and services index dropped 4.6%, having shed about $1 trillion in market value ​since January 28, in a selloff dubbed ""software-mageddon.""  ""I would classify this as a sell-everything mindset at this point,"" said Dave Harrison Smith, chief investment officer and head of technology investing at asset management firm Bailard.",HCL Technologies Ltd.
Australia: The S&P/ASX All Technology index fell more than 7%. Logistics software specialist Wisetech (AU:WTC) dropped nearly 11% and accounting-software provider Xero (AU:XRO) sank 16%. China: Hong Kong-listed Kingdee International Software Group (HK:268) sank 13%.,HCL Technologies Ltd.
"Western Union (WU) is back in focus after launching a Global Capability Center in Hyderabad with HCLTech, as investors weigh this AI-led buildout alongside expectations ahead of the company’s February 20 earnings release. See our latest analysis for Western Union. Western Union’s latest moves around AI and its Hyderabad Global Capability Center come as the share price sits at US$9.40, with a 90 day share price return of 5.98% and a 5 year total shareholder return decline of 41.96%, suggesting...",HCL Technologies Ltd.
"By Vivek Kumar M and Kashish Tandon Feb 4 (Reuters) - Shares of Indian IT exporters slumped 6.3% on Wednesday, tracking losses in global software stocks, after Anthropic launched new tools that",HCL Technologies Ltd.
Jan 22 (Reuters) - India's Cyient reported a 24.9% fall in third-quarter profit on Thursday due to a one-time charge from the country's new revised labour codes.,HCL Technologies Ltd.
"HCL Technologies Ltd (BOM:532281) reports robust revenue growth and crosses $15 billion in annualized revenue, while navigating profitability pressures and workforce challenges.",HCL Technologies Ltd.
"Jan 13 (Reuters) - Indian engineering research and development (ER&D) firm Tata Elxsi reported a 45.3% drop in third-quarter profit on Tuesday, primarily due to a one-time charge tied to the country's",HCL Technologies Ltd.
"Jan 13 (Reuters) - India's stock benchmarks opened higher on Tuesday after snapping a five-session losing run in the last session, as trade-related optimism and steady early earnings from TCS and",HCL Technologies Ltd.
"March 9 (Reuters) - Indian shares declined sharply at the open on Monday as higher crude oil prices piled pressure on the Asian country's economy, stoking inflation worries and pushing up import costs",HDFC Bank Ltd.
"March 6 (Reuters) - Indian shares opened lower on Friday, led by losses in heavyweight financial stocks, with risk appetite staying fragile amid the escalating U.S.-Israeli war with Iran.",HDFC Bank Ltd.
"In India, Apple Pay is expected to support Unified Payments Interface (UPI) alongside card-based payments.",HDFC Bank Ltd.
Move would expand Apple's payments footprint in one of the world's fastest-growing digital markets.,HDFC Bank Ltd.
"The iPhone maker is in talks with ICICI Bank Ltd., HDFC Bank Ltd. and Axis Bank Ltd., as it aims to introduce its payment service in India around the middle of 2026, according to people with knowledge of the matter.  Apple is also discussing the plan with payment networks Mastercard Inc. and Visa Inc., said the people, who asked not to be named because the deliberations are private.",HDFC Bank Ltd.
"Feb 26 (Reuters) - Apple is in talks with several Indian banks and global card networks as it prepares to launch its Apple Pay service in India, Bloomberg News reported on Thursday, citing people",HDFC Bank Ltd.
DB vs. HDB: Which Stock Is the Better Value Option?,HDFC Bank Ltd.
"Insights from Paul Singer (Trades, Portfolio)'s Latest 13F Filing",HDFC Bank Ltd.
"By Bharath Rajeswaran and Vivek Kumar M Feb 17 (Reuters) - India's benchmark indexes edged higher on Tuesday, as IT stocks rallied following the Infosys-Anthropic partnership announcement and overcame",HDFC Bank Ltd.
"The approval covers Bandhan Bank, City Union Bank, Equitas Small Finance Bank, Federal Bank, IDFC First Bank, HDFC Bank, Karur Vysya Bank and RBL Bank.",HDFC Bank Ltd.
"HDFC Life Insurance Co Ltd (NSE:HDFCLIFE) reports robust growth in retail protection and improved margins, despite challenges in bancassurance and regulatory impacts.",HDFC Life Insurance Company Ltd.
"Jan 15 (Reuters) - India's HDFC Life Insurance reported a marginal rise in third-quarter profit on Thursday, as a higher premium collection driven by tax cuts more than made up for an increase in",HDFC Life Insurance Company Ltd.
"HDFC units are allowed to jointly purchase up to 9.5% of IndusInd Bank’s paid-up share capital or voting rights, within one year.",HDFC Life Insurance Company Ltd.
"Dec 16 (Reuters) - India's central bank has approved HDFC Bank's subsidiaries to acquire up to a 9.5% stake in smaller peer IndusInd Bank, the country's largest private sector lender by market value",HDFC Life Insurance Company Ltd.
Dec 11 (Reuters) - British insurer Prudential said on Thursday it has sold a 4.5% stake in ICICI Prudential Asset Management for 49 billion rupees (about $545 million) ahead of the Indian fund,HDFC Life Insurance Company Ltd.
"By Vivek Kumar M (Reuters) -India's Canara HSBC Life Insurance made a muted debut on the bourses on Friday, as unappealing pricing and a crowded IPO market clouded the insurer's prospects.",HDFC Life Insurance Company Ltd.
"HDFC Life Insurance Co Ltd (NSE:HDFCLIFE) reports robust growth in premium equivalents and market share, while navigating GST impacts on margins and solvency.",HDFC Life Insurance Company Ltd.
"BENGALURU (Reuters) -India's HDFC Life Insurance reported a higher second-quarter profit on Wednesday, driven by strong demand for retail insurance products and a pickup in market-linked plans.",HDFC Life Insurance Company Ltd.
HDFC Life Insurance Co Ltd (NSE:HDFCLIFE) reports robust growth in key metrics despite facing market competition and regulatory changes.,HDFC Life Insurance Company Ltd.
"BENGALURU (Reuters) -India's HDFC Life Insurance reported a 14% year-on-year rise in first-quarter profit on Tuesday, driven by robust demand for its group policies and a decline in claims paid.  The insurer's profit rose to 5.46 billion rupees ($63.63 million) for the three months ended June 30 from 4.78 billion rupees a year earlier.  The company's quarterly net premium income increased 16% to 144.66 billion rupees, driven by a 17% rise in single premiums and an 18.5% jump in renewal premiums.",HDFC Life Insurance Company Ltd.
"Despite a decline in profits due to exceptional items, Hindalco Industries Ltd (BOM:500440) demonstrates resilience with strong sustainability initiatives and strategic expansion plans.",Hindalco Industries Ltd.
"Feb 12 (Reuters) - India's Hindalco Industries posted a 45% fall in its third-quarter profit on Thursday despite firmer aluminium and copper prices, weighed down by expenses linked to fire-related",Hindalco Industries Ltd.
"Feb 11 (Reuters) - India's Hindalco said on Wednesday the fire at the New York plant of its U.S. unit, Novelis, will hit the miner's 2026 cash flow by $1.3 billion to $1.6 billion, and that it aims to",Hindalco Industries Ltd.
"Jan 27 (Reuters) - Hindalco Industries on Tuesday announced a 210 billion-rupee ($2.29 billion) project to expand its aluminium smelter in the eastern Indian state of Odisha, as a part of its larger",Hindalco Industries Ltd.
"In 2024, Peru produced around 2.7mt of copper and attracted $4.96bn (16.66bn new sol) in foreign investment in the sector.",Hindalco Industries Ltd.
"By Neha Arora and Mayank Bhardwaj NEW DELHI, Dec 5 (Reuters) - Indian conglomerate Adani and miner Hindalco Industries are exploring investments in Peru's copper sector, either through joint ventures",Hindalco Industries Ltd.
Ford Motor said it is receiving aluminum from supplier Novelis following a second fire at the plant on Nov. 20. Ford reassures Wall Street of profits.,Hindalco Industries Ltd.
(Reuters) -India's Hindalco Industries beat quarterly profit estimates on Friday as firmer commodity prices helped offset tariff-related pressure at its U.S. unit Novelis.,Hindalco Industries Ltd.
(Reuters) -India's Hindalco said on Wednesday that a fire at the New York plant of its U.S. unit Novelis will hit the miner's 2026 cash flow by $550 million to $650 million.,Hindalco Industries Ltd.
"The price of Ford Motor's (F) flagship vehicle, the F-150 pickup, could rise meaningfully after a th",Hindalco Industries Ltd.
"By Nishit Navin Feb 18 (Reuters) - Hindustan Unilever will invest up to 20 billion rupees ($220.54 million) over two years to scale up manufacturing in its fast-growing premium categories, the Indian",Hindustan Unilever Ltd.
"Quarterly net income surged, driven by 45.2 billion rupees from the Kwality Wall's demerger, while revenue missed estimates and shares fell.",Hindustan Unilever Ltd.
"Despite challenges, Hindustan Unilever Ltd (BOM:500696) reports robust sales growth and strategic advancements in quick commerce and premiumization.",Hindustan Unilever Ltd.
"By Praveen Paramasivam and Komal Salecha Feb 12 (Reuters) - Hindustan Unilever reported a 15% decline in quarterly profit on Thursday, pressured by thinner margins as the consumer goods major cut some",Hindustan Unilever Ltd.
"L Catterton's investment aims to ""foster a global 'India for the world' brand"".",Hindustan Unilever Ltd.
"Hindustan Unilever’s latest narrative update reflects only a subtle recalibration in its fair value roadmap, with the fair value estimate nudged down from about ₹2,786 to roughly ₹2,784 per share, as analysts balance strong brand fundamentals against a more nuanced view of execution and category risks. This is mirrored in a slightly lower discount rate of around 13.52% and a marginally softer long term revenue growth assumption of nearly 9.32%. Together, these shifts capture both the premium...",Hindustan Unilever Ltd.
"Dec 10 (Reuters) - Nestle India's chief financial officer Svetlana Boldina will step down with effect from January 31, 2026, to take up a new position with a Nestle affiliate, the consumer firm said",Hindustan Unilever Ltd.
"Hindustan Unilever's consensus analyst price target has decreased slightly from ₹2,786.66 to ₹2,786.61, reflecting nuanced shifts in market sentiment. This comes as analysts reassess the company’s prospects, considering both resilient demand and ongoing industry headwinds in their models. Stay tuned to discover how you can track ongoing updates and changes in the stock’s evolving narrative. Analyst Price Targets don't always capture the full story. Head over to our Company Report to find new...",Hindustan Unilever Ltd.
"Hindustan Unilever’s fair value estimate has ticked up slightly in the latest update, reflecting shifts in analyst projections. Viewed against the backdrop of a modest decrease in the discount rate and subtle adjustments to growth expectations, this new price target signals nuanced optimism about the company’s future. Stay tuned to learn how investors and market watchers can keep abreast of these evolving views and incorporate them into their own analysis moving forward. Analyst Price Targets...",Hindustan Unilever Ltd.
"(Reuters) -Shares of Britannia Industries fell as much as 6.7% on Tuesday after CEO and Managing Director Varun Berry resigned, ending a decade-long tenure that transformed the Indian biscuit maker",Hindustan Unilever Ltd.
"Asian equities traded in the US as American depositary receipts were higher Tuesday morning, rising",ICICI Bank Ltd.
Amazon Pay adds savings and insurance features to broaden its ecosystem.,ICICI Bank Ltd.
"March 9 (Reuters) - Indian shares declined sharply at the open on Monday as higher crude oil prices piled pressure on the Asian country's economy, stoking inflation worries and pushing up import costs",ICICI Bank Ltd.
"March 6 (Reuters) - Indian shares opened lower on Friday, led by losses in heavyweight financial stocks, with risk appetite staying fragile amid the escalating U.S.-Israeli war with Iran.",ICICI Bank Ltd.
"In India, Apple Pay is expected to support Unified Payments Interface (UPI) alongside card-based payments.",ICICI Bank Ltd.
Move would expand Apple's payments footprint in one of the world's fastest-growing digital markets.,ICICI Bank Ltd.
"The iPhone maker is in talks with ICICI Bank Ltd., HDFC Bank Ltd. and Axis Bank Ltd., as it aims to introduce its payment service in India around the middle of 2026, according to people with knowledge of the matter.  Apple is also discussing the plan with payment networks Mastercard Inc. and Visa Inc., said the people, who asked not to be named because the deliberations are private.",ICICI Bank Ltd.
"Feb 26 (Reuters) - Apple is in talks with several Indian banks and global card networks as it prepares to launch its Apple Pay service in India, Bloomberg News reported on Thursday, citing people",ICICI Bank Ltd.
"Asian equities traded in the US as American depositary receipts were retreating Wednesday morning, e",ICICI Bank Ltd.
"Asian equities traded in the US as American depositary receipts were sharply lower Tuesday morning,",ICICI Bank Ltd.
"Dec 4 (Reuters) - British American Tobacco plans to offload its stake worth about $776 million in India's ITC Hotels, the company said on Thursday, as it looks to reduce debt and exit a non-strategic",ITC Ltd.
Earnings preview of key companies reporting in the coming week and what to look out for.,ITC Ltd.
"Investing.com -- Generative AI is not yet driving systematic job losses in the technology sector, according to a report from Bernstein, despite the rapid integration of Large Language Models (LLMs) into professional coding workflows. Following 50 hours of intensive interviews with tech professionals globally, analysts found that AI is reshaping role boundaries, but human capital remains ""surprisingly resilient,"" debunking popular narratives of an immediate white-collar ""apocalypse.""",Infosys Ltd.
"Asian equities traded in the US as American depositary receipts were tracking higher Friday morning,",Infosys Ltd.
"Infosys has seen its modeled fair value trimmed from ₹1,770.53 to ₹1,724.32, a reduction of about 2.6% in the price target embedded in the latest assumptions. This shift lines up with more cautious Street commentary, where some analysts are tempering expectations around AI related business mix changes, while others still see room for a more balanced risk or reward setup over the medium term. As you read on, you will see how these differing views shape the evolving Infosys narrative and what...",Infosys Ltd.
"Intel launched its Core Series 2 processors for industrial edge AI, targeting mission-critical workloads at the network edge. The company announced new and expanded AI partnerships with Infosys, Ericsson, NVIDIA and Corvex, covering enterprise AI, 6G networks and AI security. Regulators are increasing scrutiny of Intel's 18A node capacity and China linked equipment, keeping manufacturing and national security risks in focus. Intel (NasdaqGS: INTC) is trying to anchor itself more firmly in...",Infosys Ltd.
Investors react positively to collaboration aimed at enterprise AI deployment.,Infosys Ltd.
"Intel Corporation (NASDAQ:INTC) is among the 12 Low Price High Volume Stocks to Buy Right Now. On March 3, Intel Corporation (NASDAQ:INTC) and Infosys announced the next phase of their strategic collaboration aimed at helping enterprises transition artificial intelligence initiatives from pilot programs to full-scale production deployments. The expanded partnership combines Intel’s compute platforms with […]",Infosys Ltd.
INTC teams up with Infosys to scale enterprise AI from experiments to real-world deployments using advanced hardware and software solutions.,Infosys Ltd.
"U.S. lawmakers are scrutinizing Intel’s testing of ACM Research chipmaking equipment tied to China, raising national security questions. At the same time, Intel (NasdaqGS:INTC) is forming new alliances in AI native 6G with Ericsson, cloud with Viettel, and confidential computing with Infosys. The combination of federal attention on China linked activity and new global tech partnerships is putting Intel’s role in core infrastructure back in focus. For you as an investor, this comes at a time...",Infosys Ltd.
"Intel announced new collaborations in AI native 6G and future telecom technologies at Mobile World Congress 2026. The company is working with Viettel High Tech and Ericsson on AI optimized network architectures and technology validation. Intel expanded its alliance with Infosys to help enterprises move from AI pilots to larger scale deployments. Dr. Craig Barratt was appointed chair of Intel's board, signaling a shift in board leadership alongside these initiatives. For investors watching...",Infosys Ltd.
"Asian equities traded in the US as American depositary receipts were sharply lower Thursday morning,",Infosys Ltd.
"By Aditya Kalra and Abhijith Ganapavaram NEW DELHI, March 13 (Reuters) - India's biggest airline IndiGo is asking the government to cut fuel taxes and, along with rival Air India, pressing New Delhi",InterGlobe Aviation Ltd.
"March 11 (Reuters) - Shares in India's IndiGo rose on Wednesday, as founder Rahul Bhatia took over as interim chief after CEO Pieter Elbers resigned, with analysts expecting a smooth transition",InterGlobe Aviation Ltd.
"March 10 (Reuters) - Indian budget airline IndiGo said on Tuesday that Pieter Elbers would step down as CEO with immediate effect, months after mass flight cancellations that left tens of thousands of",InterGlobe Aviation Ltd.
"<body><p>STORY: Indian airline IndiGo said on Tuesday that CEO Pieter Elbers had resigned from his position with immediate effect for personal reasons.</p><p>It comes months after mass flight cancelations left tens of thousands of passengers stranded, and drew regulatory scrutiny.</p><p>The airline said its managing director Rahul Bhatia would run the company until a replacement is hired.</p><p>Bhatia's InterGlobe Enterprises is the largest shareholder in IndiGo operator InterGlobe Aviation.</p><p>It held a 35.6% stake as of December.</p><p>India's largest airline scrapped about 4,500 flights in the first weeks of December.</p><p>It highlighted&nbsp;concerns over limited competition in the world's fastest-growing aviation market.</p><p>The airline apologized&nbsp;to customers after it failed to make roster changes in time to comply with stricter pilot fatigue rules set by the government.</p></body>",InterGlobe Aviation Ltd.
"By Abhijith Ganapavaram NEW DELHI, March 10 (Reuters) - Airspace restrictions in the Middle East amid the Iran war have dealt another blow to Indian airlines, which count the region as a crucial",InterGlobe Aviation Ltd.
"March 10 (Reuters) - IndiGo said on Tuesday that CEO Pieter Elbers had resigned from his position with immediate effect for personal reasons, months after mass flight cancellations left tens of",InterGlobe Aviation Ltd.
"Emirates will begin operating a limited number of flights starting later on Monday, prioritizing customers with earlier bookings, according to a statement by the Dubai carrier.  While scheduled flights remain canceled for now, Etihad will conduct some repositioning, cargo and repatriation flights “in coordination with UAE authorities and subject to strict operational and safety approvals,” the Abu Dhabi airline said in a statement.  The flight chaos across most of the Persian Gulf have become the most significant since the coronavirus pandemic, leaving tens of thousands of people in places like Dubai and Qatar stranded.",InterGlobe Aviation Ltd.
"Yatra Online (NASDAQ:YTRA) management said demand trends in India’s travel market remained generally healthy during the fiscal third quarter ended December 31, 2025, despite a notable airline disruption that drove cancellations and deferred some corporate group travel. On the company’s fiscal Q3 202",InterGlobe Aviation Ltd.
"Moby summary of Yatra Online, Inc.'s Q3 2026 earnings call",InterGlobe Aviation Ltd.
"By Abhijith Ganapavaram and Aditya Kalra NEW DELHI, Feb 12 (Reuters) - A group representing India's top airlines IndiGo and Air India has asked the government to dilute proposed fatigue management",InterGlobe Aviation Ltd.
"JSW Steel Ltd (BOM:500228) reports best-ever sales and strategic expansions, while navigating low steel prices and rising costs.",JSW Steel Ltd.
"Jan 23 (Reuters) - India's JSW Steel reported a bigger-than-expected rise in third-quarter profit on Friday, as higher sales volumes helped offset the impact of lower steel prices.",JSW Steel Ltd.
"By Neha Arora and Aditya Kalra NEW DELHI, Jan 23 (Reuters) - Four major Indian steelmakers - Tata Steel, JSW Steel and state-run SAIL and RINL - disclosed their pricing plans to rivals and coordinated",JSW Steel Ltd.
"By Aditya Kalra and Neha Arora NEW DELHI, Jan 6 (Reuters) - India's competition watchdog has found market leaders Tata Steel, JSW Steel, state-run SAIL and 25 other firms breached antitrust law by",JSW Steel Ltd.
By Vivek Kumar M Dec 31 (Reuters) - Shares of major Indian steel companies climbed between 2% and 5% on Wednesday after the country imposed a three-year import tariff on select products to curb cheap,JSW Steel Ltd.
"Dec 3 (Reuters) - India's JSW Steel will sell the steel business of its unit Bhushan Power and Steel to an equal-stakes joint venture with Japan's JFE Steel for 244.83 billion rupees ($2.72 billion),",JSW Steel Ltd.
"(Reuters) -Tata Steel, India's second-largest maker of the alloy by market cap, reported a nearly four-fold rise in quarterly profit on Wednesday, as robust demand in its key markets and lower tax",JSW Steel Ltd.
The newly commissioned plant will supply hydrogen directly to JSW Steel’s DRI unit.,JSW Steel Ltd.
"By Neha Arora NEW DELHI -India's import curbs on metallurgical coke, a key steelmaking fuel, have become a concern for many producers, Jayant Acharya, Indian steelmaker JSW Steel's chief executive,",JSW Steel Ltd.
"By Anuran Sadhu (Reuters) -India's top steelmaker JSW Steel said it expects improved steel prices in the third quarter after reporting a nearly fourfold rise in second-quarter profit on Friday, driven",JSW Steel Ltd.
"Allianz (XTRA:ALV) has received regulatory approval for Allianz Jio Reinsurance, a 50:50 joint venture with Jio Financial Services in India. The company is also introducing a new registered index linked annuity in the US through Allianz Life to expand its retirement income range. Alongside these moves, Allianz continues to deploy capital globally, including acquisitions and investments in areas such as energy storage and fintech. For you as an investor, these updates show XTRA:ALV leaning...",Jio Financial Services Ltd.
The IRDAI granted certificates of registration to the two entities during its 134th board meeting.,Jio Financial Services Ltd.
"Bharti Airtel will invest 200 billion rupees ($2.2 billion) in its financial ‌arm over the next few years, ‌India's second-largest mobile carrier by number of users said ​on Monday, as it steps up its push into digital lending.  The capital will be infused into its subsidiary, Airtel Money, which received a ‌non-banking financial company (NBFC) ⁠license from the Reserve Bank of India on February 13.  Airtel's expansion comes ⁠as competition intensifies in India’s non-bank lending sector, where conglomerates such as Jio Financial Services ​and established ​players like Bajaj ​Finance are scaling up ‌retail credit operations.",Jio Financial Services Ltd.
The new service offers investment guidance using BlackRock’s Aladdin technology.,Jio Financial Services Ltd.
"By Vivek Kumar M and Yagnoseni Das (Reuters) -Tata Capital, India's third-largest non-bank lender by revenue, was muted in its debut trade on Monday, valuing the firm at 1.4 trillion rupees ($15.78",Jio Financial Services Ltd.
"(Reuters) -Indian fintech firm Paytm's unit Paytm Money has partnered with Jio BlackRock to launch a systematic active equity fund for retail investors, it said on Tuesday.",Jio Financial Services Ltd.
The companies also reached a non-binding agreement to form JVs for general and life insurance businesses in India.,Jio Financial Services Ltd.
"Allianz and Jio Financial signed a non-binding agreement to establish a 50-50 joint venture for both general and life insurance operations in India, the companies added.  Reuters in March reported that Allianz was exploring a potential partnership with the Mukesh Ambani-led Reliance Group firm Jio Financial Services.",Jio Financial Services Ltd.
"Jio BlackRock has received approval from India's markets regulator to launch five passive index funds, the Securities and Exchange Board of India's website showed on Wednesday. The funds will mirror five indexes, namely, the blue-chip Nifty 50, Nifty Midcap 150, Nifty smallcap 250, Nifty Next 50 and the benchmark index tracking Indian government bonds with 8–13 years maturity. Jio BlackRock, a joint venture between billionaire Mukesh Ambani's Jio Financial Services and BlackRock, plans to launch nearly a dozen equity and debt funds in India by year-end, Reuters reported last week.",Jio Financial Services Ltd.
Earnings preview of key companies reporting in the coming week and what to look out for.,Jio Financial Services Ltd.
"Sify Technologies has converted all Kotak-held compulsorily convertible debentures in Sify Infinit Spaces into equity, leaving Sify with an 88.45% controlling stake and simplifying the data center unit’s capital structure ahead of a planned SISL IPO on the BSE and NSE. By waiving certain investor rights and formalizing an SISL IPO of up to ₹25.00 billion plus a secondary sale, Sify has clarified ownership, aligned investor exit options, and preserved control over its core data center...",Kotak Mahindra Bank Ltd.
"MUMBAI, Feb 13 (Reuters) - India's western state of Gujarat has appointed veteran banker Uday Kotak as the chairman of GIFT City, replacing former bureaucrat Hasmukh Adhia, according to a notice by",Kotak Mahindra Bank Ltd.
Feb 7 (Reuters) - India's Kotak Mahindra Bank said in an exchange filing on Saturday that it has not submitted a financial bid for IDBI Bank.,Kotak Mahindra Bank Ltd.
The lender is looking to hire from large technology firms and other banks to build a “technology company with a banking licence.”,Kotak Mahindra Bank Ltd.
Discover how Kotak Mahindra Bank Ltd (BOM:500247) navigated a challenging macroeconomic environment with impressive financial metrics and strategic growth initiatives.,Kotak Mahindra Bank Ltd.
"MUMBAI, Jan 23 (Reuters) - India's Kotak Mahindra Bank reported an increase in third-quarter profit on Saturday, supported by strong loan growth and lower provisions set aside for potential bad loans",Kotak Mahindra Bank Ltd.
Hindustan Coca-Cola Beverages could be one of India's biggest 2026 listings.,Kotak Mahindra Bank Ltd.
The assets on offer are understood to have a book size of at least $2.5bn.,Kotak Mahindra Bank Ltd.
Kotak Mahindra Bank and Federal Bank submit binding offers for assets estimated at least $2.5 billion.,Kotak Mahindra Bank Ltd.
"Jan 5 (Reuters) - IndusInd Bank on Monday reported a sequential decline in loans for a fourth straight quarter, reflecting continued pressure on the private lender's growth.",Kotak Mahindra Bank Ltd.
March 4 (Reuters) - Shares of Indian infrastructure major Larsen & Toubro fell more than 6% on Wednesday to a one-month low as escalating tensions in the Middle East rattled markets.,Larsen & Toubro Ltd.
"NVIDIA (NasdaqGS:NVDA) is expanding global AI partnerships and product launches tied to sovereign and enterprise-grade AI infrastructure. New deployments include government backed AI factories in India with L&T, Yotta, and Netweb, plus high performance desktop AI supercomputers. Australia’s first sovereign AI cloud is rolling out with Cisco, supported by recent NVIDIA architectures. Meta plans to deploy millions of NVIDIA chips as part of its large scale AI build out. Red Hat and NVIDIA...",Larsen & Toubro Ltd.
"NVIDIA is at the center of major sovereign AI build outs in India and Australia over the past week. Australia’s first Cisco Secure AI Factory is running entirely on NVIDIA GPUs for local enterprise and government workloads. In India, Yotta Data Services and Larsen & Toubro are committing multi billion dollar, gigawatt scale NVIDIA powered data centers for national AI infrastructure. These deployments include record scale rollouts of NVIDIA Blackwell Ultra GPUs for cloud scale, secure AI...",Larsen & Toubro Ltd.
The partnership will deliver scalable AI data centre capacity for key sectors and support India’s digital infrastructure.,Larsen & Toubro Ltd.
Feb 16 (Reuters) - India's Torrent Power said on Monday it will buy a coal-fired power plant operator in northern India from Larsen & Toubro for 68.89 billion rupees ($759.48 million) including debt,Larsen & Toubro Ltd.
